Varenummer;navn;poeng
7761201;Pithon-Paillé Grololo;87
7761501;Pithon-Paillé Mozaik Rouge 2017;87
7761601;Fusser Blanc de Pinot Noir 2018;87
7775301;Chorey-lès-Beaune les Confrelins 2015;87
7775501;Saint-Cyr Morgon Les Charmes 2017;87
7775701;Casa de Mouraz 2015;87
7776201;Chenu Bourgogne 2015;87
7778701;Poggiobello Friulano;87
7778901;Le Vigne di Zamò No Name 2016;87
7782501;Terroir de Vigne et de Truffe Réserve 14 2014;87
7358001;Bourgogne Aligoté 2017;87
7358901;Stolpman Love You Bunches Carbonic Sangiovese 2018;87
7366801;Sobrero Moscato d'Asti 2018;87
7374301;Selva Capuzza San Vigilio 2016;87
7377501;Meyer Pinot Noir 2017;87
7377701;Blue Mountain Chardonnay 2017;87
7377801;Blue Mountain Gold Label Brut;87
7380501;Amuse Rosé 2016;87
7388501;Witches Falls Wild Ferment Garnacha 2016;87
7396101;Blue Mountain Gamay Noir 2017;87
7406101;Chakana Ayni Malbec Paraje Altamira 2017;87
7419901;Pierre Luneau-Papin La Grange Vieilles Vignes 2017;87
11192501;Quinta do Ameal Solo Único 2016;87
10976801;Time Waits For No One 2017;87
10978101;Dom. Métairie d'Alon Le Village Chardonnay 2017;87
10986501;Ronchi di Cialla Rosato 2018;87
10989001;Babcock Chardonnay Santa Barbara;87
10998301;Porzelt Weisser Burgunder trocken;87
10998401;Porzelt Riesling trocken;87
11005301;Loimer Pet Nat 2018;87
11006701;Cant. Margò Rosso 2018;87
11006801;Cant. Margò Bianco Fiero 2018;87
11020001;A. Sunier Beaujolais Morgon 2018;87
11030501;Ataraxia Pinot Noir 2017;87
11032701;Terrazze dell'Etna Rosato 2018;87
11039501;Garzón Tannat Reserva 2017;87
10221501;Josmeyer Mise du Printemps Pinot Blanc 2018;87
10225101;La Staffa Rincrocca Classico Riserva 2015;87
10226701;Dom. de la Foliette Vieilles Vignes Clos de la Fontaine 2017;87
10228201;Ch. Moulins de Citran 2006;87
10228701;Nicolas Gonin Brut Zéro 2016;87
10229701;Langmann Pet Nat 2016;87
10236901;Schätzel Reinweiss Riesling 2016;87
10239101;Famiglia Berta Livroje Dolcetto d'Asti 2017;87
10244101;Chavet Menetou-Salon Cuv e Exception Blanc 2017;87
10244201;Chavet Menetou-Salon Cuvée Exception Rouge 2015;87
10246901;Dom. Agapé Expression Pinot Gris 2016;87
10248001;Les Héritiers Saint-Genys Hautes-Côtes de Beaune Rouge 2016;87
10248701;Vetrère Laureato Bianco 2017;87
10257801;Ch. Melin Maranges 1er Cru 2017;87
10264601;Villa Cavallo;87
10266501;Der Wilde Wild Wild White Trocken 2017;87
10221501;Josmeyer Mise du Printemps Pinot Blanc 2018;87
10225101;La Staffa Rincrocca Classico Riserva 2015;87
10226701;Dom. de la Foliette Vieilles Vignes Clos de la Fontaine 2017;87
10228201;Ch. Moulins de Citran 2006;87
10228701;Nicolas Gonin Brut Zéro 2016;87
10229701;Langmann Pet Nat 2016;87
10236901;Schätzel Reinweiss Riesling 2016;87
10239101;Famiglia Berta Livroje Dolcetto d'Asti 2017;87
10244101;Chavet Menetou-Salon Cuv e Exception Blanc 2017;87
10244201;Chavet Menetou-Salon Cuvée Exception Rouge 2015;87
10246901;Dom. Agapé Expression Pinot Gris 2016;87
10248001;Les Héritiers Saint-Genys Hautes-Côtes de Beaune Rouge 2016;87
10248701;Vetrère Laureato Bianco 2017;87
10257801;Ch. Melin Maranges 1er Cru 2017;87
10264601;Villa Cavallo;87
10266501;Der Wilde Wild Wild White Trocken 2017;87
10267301;Contra Soarda Breganze Vespaiolo DOC 2018;87
10268001;Boundary Breaks Riesling Reserve No.198 2017;87
10274101;Meix Foulot Mercurey 2016;87
10275001;Roux Bourgogne Aligoté 2017;87
10045201;La Baronne Vermentino NW;87
10050701;Valdibella Isolano Cataratto Extra Lucido;87
10056001;Beyond Broke road Cabernet Sauvignon;87
10057701;Becker Laisser Faire Riesling 2016;87
10058401;Cachazo Carrasviñas Dorado;87
10060901;Alfredo Maestro El Rey del Glam 2017;87
10064501;Cruse Monkey Jacket 2017;87
10068601;Alois Lageder Oberingram St. Magdalener 2016;87
10068701;Frecciarossa Margherita Pinot Nero Rosato 2018;87
10069101;Haute Févrie Gras Moutons Muscadet de Sèvre et Maine sur Lie 2016;87
10070701;Howard Park Porongurup Riesling 2017;87
10070801;Howard Park Mount Barker Riesling 2017;87
10082901;Lapeyre Jurançon Sec 2017;87
10089301;Maison Chanzy Bourgogne Chardonnay;87
10090301;Monte del Frá Lugana Bianco;87
10093901;Ten. Perano Chianti Classico;87
10094001;Dom. Gueguen Chablis 2017;87
10281601;Walter Hansel Gaddy Lane Sauvignon Blanc 2016;87
10282401;Carretta Barolo Cascina Ferrero;87
10292301;Bourgogne Aligoté 2016;87
10305501;Left Field Hawkes Bay Syrah 2016;87
10307301;Garrone Munaloss 2016;87
10310101;Quails' Gate Chardonnay 2016;87
10314601;Cos Zibibbo in Pithos 2017;87
10317701;JoJo Mosel Orange Juice 2018;87
10317901;Dom. Wachau Dürnstein Federspiel Grüner Veltliner 2018;87
10327701;Strauch Zero Brut Nature 2016;87
10335501;Frontonio Supersónico Garnacha 2016;87
10337101;Justin Dutraive Beaujolais Les Bulands 2018;87
10338802;Bouchard Père & Fils Pommard 2014;87
10339301;Mas Olivier Expression 2018;87
10340301;Mas des Agrunelles Nicot Rouge;87
10343301;Dautel Weissburgunder Gipskeuper 2017;87
10345301;Moillard-Grivot Mercurey Blanc 2016;87
10353101;Ch. Maucamps 2002;87
10356801;Ch. Grenet;87
10356901;S&C Le Cabernet Saugvignon de Grenet;87
10359501;Corte Sant'Alda Soave;87
10360101;Pusole Bianco 2017;87
10360201;Setteporte Etna Rosso 2015;87
10365001;50th Parallel Estate Pinot Noir 2016;87
10186101;Lézergué Cidre de Bretagne Brut;87
10193101;Charles Sparr Tradition Riesling 2016;87
10199501;Dom. de Fa Fleurie Roche Guillon 2016;87
10203001;Burja Estate Bela White 2017;87
10205701;Onward Wines Petillant Naturel Sparkling Malvasia Bianca Suisun Valley 2017;87
10208601;Lucie Thiéblemont Crémant de Bourgogne;87
10214201;Thanisch Riesling Kabinett 2016;87
10214401;Negro Angelo Arneis Non Filtrato 2017;87
10218201;Pittnauer Dogma St. Laurent 2015;87
10218901;Moltès Sagesse Tradition 2018;87
10219801;OMA Rosato 2018;87
10132202;Sider frå Hardanger;87
10136801;Carinus Syrah;87
10145201;Marchesa Mariabella Ripasso;87
10150801;Natte Valleij Cinsault;87
10152001;Narrative Cabernet Franc;87
10152501;Kottabos Chenin Blanc;87
10165201;Can Sumoi Xarell-o;87
10104001;Clos des Mourres A Table! 2017;87
10107601;Vegalfaro Caprasia Brut Nature Reserva;87
10113201;Dom. De Montrose 1701;87
9719901;Ch. de l'Aumerade Cuvée Elégance Rose 2012;86
7350601;Aune Lohmann Alfrocheiro Tinto 2015;86
7609501;Chante Cigale The Cicada;86
10058001;Mastroberardino Mastro Rosso 2017;86
7321401;Élégance des Bertrands 2016;86
6867801;Georges Duboeuf Brouilly Pisse Vieille 2014;86
171301;Giacosa Fratelli Gavi 2016;86
177101;Fatt. di Lucignano Chianti Colli Fiorentini 2016;86
3085401;Vigna di Fontalle Chianti Classico Riserva 2013;86
3085601;El Ilusionista 2018;86
3091301;Dom. de la Villaudière Sancerre 2018;86
3133501;Ch. de Ségriès 2016;86
3160901;J. Moreau & Fils Saint Bris Sauvignon 2017;86
3188101;Lan Gran Reserva 2010;86
3221801;Alain Brumont Chateau Bouscassé 2014;86
3301801;Prunotto Barbaresco 2016;86
3302101;Prunotto Barbera d'Alba 2018;86
3310901;Feudi di San Gregorio Greco di Tufo 2018;86
3311301;Rubrato Aglianico 2014;86
3317201;Barco Reale di Carmignano 2016;86
3317301;Henri Bourgeois Petit Bourgeois Sauvignon 2018;86
3347401;Jean León Merlot 2014;86
3399705;Dom. du Séminaire Côtes du Rhône Villages Valréas Prestige 2016;86
3406901;Ochota Barrels Texture like Sun 2017;86
3410001;Ch. La Nerthe Côtes-du-Rhône Villages 2016;86
3429501;Castillo Perelada 5 Fincas Reserva 2015;86
3453301;Gentil Hugel 2017;86
3499801;Domìni Veneti Amarone della Valpolicella Classico 2015;86
2203201;Greywacke Riesling 2015;86
2208201;Boeckel Riesling 2018;86
2218801;La grange aux belles Le Vin de Jardin 2018;86
2232001;Molino Ausario Barbera d'Alba 2015;86
2241001;Maetierra Libalis Rosé 2018;86
2244801;Carussin Completo 2015;86
2245301;'L LAC Lugana 2017;86
2249301;Ten. Olim Bauda Nebbiolo d'Alba San Pietro 2012;86
2742801;Rabbit Ridge Allure de Robles Rosé 2014;86
2773701;De Conti Pet´ nat´ 2018;86
4472201;Allesverloren Cabernet Sauvignon 2016;86
4871701;LZ Rioja 2018;86
4873901;Lo Sang del Païs 2015;86
4909801;Bernard-Massard Cuvée de L´Ecusson Brut;86
4944502;Zantho Beerensauslese 2017;86
4975501;Montesecondo 2017;86
5070501;Cascina Castlet Ataj Chardonnay 2017;86
5072501;Raats Original Chenin Blanc 2018;86
5088101;Roblin Sancerre Ammonites 2016;86
5089301;Planeta Rosé 2018;86
5094001;Markus Molitor Haus Klosterberg Pinot Blanc 2017;86
5112701;Roagna Dolcetto d'Alba 2017;86
5127201;Tedeschi Valpolicella Classico Lucchine 2017;86
3995201;Legado del Moncayo Montana Garnacha Old Vines 2017;86
3995301;Guido Marsella Fiano di Avellino 2013;86
4017901;Ruvei Barbera d'Alba 2016;86
4024301;Pelissero Munfrina Dolcetto d'Alba 2016;86
4031801;Marqués de Cáceres Reserva 2014;86
4073401;Anselmi San Vincenzo 2018;86
4089001;De Muller Legitim Priorat 2014;86
4091401;Campo Santa Lena Valpolicella Classico 2015;86
4093301;Moccagatta Dolcetto d'Alba 2015;86
4139701;Malvirà San Michele Barbera d´Alba 2016;86
4242201;Giustino B. Valdobbiadene Prosecco Superiore Extra Dry 2017;86
4254901;Rizzardi Pojega Valpolicella Classico Ripasso Superiore 2017;86
5144401;Sálnico Nuragus 2017;86
5144601;Silenzi Rosso 2018;86
5157501;Dom. d'Auphilac Lou Maset 2015;86
5170601;Gaudio Dolce Stil Novo Malvasia di Casorzo 2016;86
5179301;Castaño Macabeo Chardonnay 2014;86
2125201;Dom. des Escaravailles La Ponce Rasteau 2015;86
2125401;Dom. des Escaravailles Les Sablières Côtes du Rhône 2017;86
2140801;Ca' del Baio Sermine Langhe Chardonnay 2018;86
2142601;Von Winning Sauvignon Blanc I 2017;86
2155301;Emile Beyer Riesling Tradition 2018;86
1972001;Schiefer Burgenland Blaufränkisch;86
1978601;Coto de Gomariz Ribeiro Trexidura 2014;86
1978801;Coto de Gomariz The Flower and the Bee Ribeiro Treixadura 2015;86
1979501;Clavesana Dogliani 2016;86
1981201;Winter Dittelsheimer Weissburgunder 2010;86
1988401;Gemtree Bloodstone Shiraz 2016;86
2018501;Christmann Riesling Trocken 2018;86
3540701;Kloster Eberbach Assmannshäuser Crescentia Höllenberg Spätburgunder 2015;86
2834701;Vale da Capucha Fossil 2015;86
945601;Cattier Icône Brut;86
977201;Elgin Vintners Pinot Noir 2017;86
985101;Viberti Giovanni Langhe Nebbiolo 2013;86
1014101;Villa Raiano Fiano di Avellino 2016;86
1030801;Nino Negri Rosso di Valtellina 2016;86
1040601;Wagner Stempel Riesling Gutswein Trocken 2017;86
1044801;Cascina Cucco Barolo 2014;86
1060301;Jean-Claude Boisset Bourgogne Pinot Noir Les Ursulines 2017;86
1063201;Brunelli Rosso di Montalcino 2016;86
1071301;Donati Il Mio Malvasia dell Emilia 2018;86
1149801;Fontaleoni Vernaccia di San Gimignano 2018;86
1157601;Cant. della Volta Lambrusco di Modena 2009;86
1428601;Ch. du Val de Mercy Chablis 1.er Cru Côte de Jouan 2018;86
1442201;Nuiton-Beaunoy Cave des Hautes-Côtes La Dalignière Hautes-Côtes de Beaune 2017;86
1473501;Von Winning Riesling 2018;86
1484501;Artadi Artazuri Garnacha 2014;86
4582301;Guigal Crozes Hermitage 2016;86
4592301;Il Falchetto Brachetto d'Acqui 2018;86
4597001;William Fèvre Petit Chablis 2017;86
4599401;Viña Izadi Blanco 2016;86
4600901;Pra Soave Classico 2018;86
4772701;Pittacum Mencía 2012;86
4813301;Louis Jadot Beaujolais Villages 2018;86
4816201;Planeta Alastro 2018;86
4834501;Musella Valpolicella Superiore 2014;86
4839201;Grans-Fassian Trittenheimer Riesling Kabinett 2015;86
4663601;Borgogno Barbera d'Alba 2017;86
4719101;Stadt Krems Weinzierlberg Grüner Veltliner 2018;86
4719301;Stadt Krems Riesling Steinterrassen 2016;86
4746201;Cant. Terlano Terlaner Classico 2017;86
9072601;Planeta Plumbago Nero d Avola 2016;86
9076901;Ogier Gentilhomme Côtes du Rhône;86
9077101;Ogier Crozes Hermitage Les Paillanches;86
9107401;Deux Roches Plants du Carre Mâcon-Villages 2017;86
9126201;Wieninger Gemischter Satz 2017;86
9126301;Wieninger Grüner Veltliner Nussberg 2017;86
9134401;Maison les Alexandrins Crozes Hermitage 2017;86
9150801;Brun Beaujolais Chardonnay Classic 2018;86
9212701;Monte del Frá Cà del Magro Custoza Superiore 2016;86
9213401;Barone Pizzini Franciacorta Brut;86
9219501;Fiorenzo Nada Dolcetto d'Alba 2017;86
9220201;Cascina Corte Dogliani 2017;86
9221601;Laxas Albariño 2018;86
9352401;Wieninger Chardonnay Classic 2018;86
9355801;Borgogno Dolcetto d'Alba 2017;86
8319401;Javier Sanz V Malcorta;86
1706201;Dom. Chanzy Rully En Rosey 2016;86
1706401;Dom. Chanzy Mercurey Les Caraby 2017;86
1709901;Ramón Bilbao Gran Reserva 2011;86
1733201;Ch. Chantalouette 2012;86
1737901;Thillardon Chénas Les Blemonts 2013;86
1739201;Manuel Olivier Crémant de Bourgogne, Brut;86
1742901;Umani Ronchi Tajano Rosso Piceno 2017;86
1743301;Tenuta Ulisse Amaranta Montepulciano d?Abruzzo 2016;86
1744001;Petra HEBO 2017;86
1747601;Guido Porro Langhe Nebbiolo 2017;86
1752002;Erario Aleatico di Puglia Dolce Naturale 2012;86
1757901;Principiano Dosset 2018;86
1759901;Karl Schaefer Riesling Trocken 2013;86
1860501;Marqués de Cáceres excellens Cuvée Especial 2011;86
1861001;A. Jaume Côtes du Rhône Réserve Grand Veneur Rouge 2017;86
1865001;Moric Burgenland Blaufränkisch 2017;86
1872901;Castello di Meleto Chianti Classico 2016;86
1875601;Doyard-Mahé Empreinte;86
1880801;Cuilleron Les Vignes d'à Côtes Syrah 2015;86
1885801;Lavradores de Feitora Meruge Tinto 2016;86
1900401;Ch. Ollieux Romanis Cuvée Classique 2017;86
1901001;Bod. Cerrón Rabia 2016;86
1901401;Bod. Cerrón Todo Sobre Mi Chardonnay 2018;86
1901501;Antica Cascina dei Conti di Roero Langhe Nebbiolo;86
1901701;Viña Cerrón Remordimiento Tinto;86
1903801;Cant. Vignaioli Pertinace Barbera d'Alba 2018;86
1906301;Cape Rock Amnesty 2017;86
1947701;Ch. Sénéjac 2012;86
875601;Marc Kreydenweiss Ansata 2014;86
884301;Ch. Mercier Cuvée Prestige 2014;86
9862801;Denavolo Catavela 2018;86
9866301;Porello Roero Arneis Camestrì 2018;86
9866901;Pflüger Dürkheimer Michelsberg Riesling Trocken 2017;86
9908601;Giacomo Fenocchio Barbera D'Alba Superiore 2017;86
9912701;Perrin Muscat Beaumes de Venise 2014;86
9914301;Ogier Châteauneuf-du-Pape Bois de Pied Redal 2017;86
9928101;Fonterenza Pettirosso 2016;86
9928801;Casa Ferreirinha Papa Figos 2017;86
9929701;Balthasar Ress Rüdesheimer Riesling Trocken 2017;86
9943401;Winemaker's Selection Alberto Fenocchio Barbera d'Alba 2017;86
9958101;Ch. Lauriol 2014;86
9961101;Stephane Ogier Côte du Rhône Le Temps Est Venu 2016;86
9963101;Herbauges Muscadet Cötes de GrandLieu sur Lie 2017;86
9963301;Ascheri Barbera d'Alba Fontanelle 2016;86
9967501;Conde Valdemar Gran Reserva 2010;86
10003801;Ch. Lascaux Les Nobles Pierres Pic Saint Loup 2015;86
10004601;Villa Guelpa Longitudine 8-11 Rosato;86
10006101;Baigorri Rosado 2017;86
10007101;Cerro Añon Crianza 2016;86
10012901;Manz Turm Riesling Spätlese Trocken;86
10014501;Colombaia Toscana Rosso 2013;86
10014701;Colombaia Toscana Bianco 2016;86
10019501;Claus Preisinger Puszta Libre;86
10030201;Rodrigo Méndez Cies 2017;86
10036201;Josef Chromy Riesling;86
10036801;Dom. Hautes Noëlles Les Parcelles 2016;86
10040101;Eisacktaler Kellerei Sylvaner;86
10043601;Dom. des Maréchaux 2015;86
10043701;Dom. de la Loge Pouilly-Fumé;86
10044601;Meinklang Foam rot PetNat;86
9484801;Lunae Colli di Luni Vermentino 2017;86
9485401;Monte Zovo Valpolicella 2017;86
9521701;Antica Enotria Nero di Troia 2015;86
9589801;Von Winning Win Win Riesling 2018;86
9595701;Innocent Bystander Chardonnay 2016;86
9629601;Amalaya Malbec 2018;86
9664901;Künstler Riesling Trocken 2018;86
9701301;Reyneke Syrah 2016;86
9382501;Camillo Donati Lambrusco dell'Emilia 2018;86
9398201;Cirelli Montepulciano d'Abruzzo 2017;86
9401501;Lezaun 0,0 Sulfitos 2018;86
11116101;Sauska Tokaji Furmint 2017;86
11123801;Flädie Aniara 2018;86
11127201;La Côte Étoilée Côte de Brouilly Cuvée Première 2017;86
11155001;Brand Wilder Satz;86
11159801;Rennersistas Superglitzer;86
11165801;Cave De Lugny Macon Chardonnay Reserve;86
11169001;Weing. Knewitz Nieder-Hilbersheim Riesling Eisenerz 2018;86
11171401;Monte Castelon Valpolicella Ripasso Classico;86
11176601;Ganadero Garnacha;86
11176801;Dom. la Florane Je Ne Souffre Plus 2018;86
11182801;Lombard La Re Nommée;86
11188301;Ch. La Verrière Sauvignon Blanc 2018;86
11188401;Ch. La Verrière Rouge 2016;86
11189801;Marina Palusci Senzaniente Montepulciano d'Abruzzo 2017;86
11043001;Dom. de la Jobeline Macon Verzè Rouge 2017;86
11045201;Damiens Tradition Madiran 2016;86
11050001;Dom. Jean Vaudoisey Bourgogne Rouge 2016;86
11051101;Jean-Charles Fagot Monthelie 2017;86
11059801;Cepa 21 Hito Rosado 2017;86
7809501;Weingut Bründlmayer Zweigelt 2016;86
7812001;Pala Cirfandli Édes 2015;86
7817301;Lúculo Garnacha Old Vine;86
7818201;Save our Souls Chardonnay 2016;86
7819301;Finca Luzón Roble 2015;86
7822001;Pietramore Trebbiano Spumante Extra Brut;86
7824901;Grange aux Belles Coup de Boule;86
7826301;Punset Langhe Arneis 2017;86
7830001;Laurent Perrachon Chenas 3 Mozaic 2016;86
7830101;Laurent Perrachon Morgon Corcelette 2018;86
7838101;Heaven Scent Rosé 2017;86
7839501;Pazo Cilleiro Albariño 2017;86
7850101;Conceito Contraste Douro Tinto 2016;86
7850201;Conceito Contraste Douro Branco 2016;86
7853202;Pernilla Perle;86
7856601;Dom. Emile Beyer Pinot Gris Tradition 2017;86
7859501;Heger Spätburgunder Sonett 2015;86
7862401;Senior Bortolomiol Prosecco Superiore Millesimato;86
7865801;Savage Dirt Track Cinsault 2018;86
7867001;Agerre Txakoli 2018;86
7881801;Lo-Fi Gamay Noir 2016;86
7894201;Garzón Albariño Reserve 2017;86
7903801;Fidora Valdobbiadene Prosecco Superiore 2016;86
7910201;Masia Salat Organic Brut Nature;86
7913501;Valiano Poggio Teo Chianti Classico Vendemmia 2013;86
7915301;Pablo Claro Cabernet Sauvignon Graciano Special Selection 2016;86
7918201;Ch. Bel-Air 2016;86
7920001;Walldorf Weissburgunder Trocken 2016;86
7920401;Marti Serda El Xitxarel-lo 2016;86
7926801;Bosio Leda the Truffle Hunter Barbaresco;86
7927901;Aune Lohmann Branco 2016;86
7933601;Kesseler Pinot Noir N Rheingau 2014;86
7946101;Chasselay Côte de Brouilly L'Héronde 2016;86
7791301;Weingut Jakob Schneider Niederhäuser Rosenheck Riesling trocken 2016;86
7797501;Johannes Zillinger Velue Grüner Veltliner 2018;86
7798001;Johannes Zillinger Velue Gelber Muskateller 2016;86
7798101;Malvira Roero Arneis non filtrato Dag Tjersland 2017;86
7798701;Krebs-Grode Riesling Trocken 2018;86
5477801;Rolet Crémant du Jura Rosé Brut;86
5478001;Rolet Poulsard Vieilles Vignes 2016;86
5482301;D'Ouréa Vacqueyras 2017;86
5482401;D'Ouréa Gigondas 2014;86
5485301;First Drop Full Fat White 2015;86
5486301;Sottimano Bric del Salto Dolcetto d'Alba 2016;86
5487401;Réva Barbera d'Alba Superiore 2017;86
5489501;El Senat del Monsant 2017;86
5489801;Torres Purgatori 2014;86
5495401;Umani Ronchi Terre di Chieti Pecorino Vellodoro 2018;86
5498601;Ronzano Barbera d'Asti 2017;86
5512701;Protos Roble 2016;86
5537301;Albret Reserva 2013;86
5542901;Rustenberg John X Merriman 2015;86
5545401;Serego Alighieri Poderi BellOvile 2016;86
5574601;San Biagio Barbera d'Alba 2017;86
5591501;Vivanco Reserva 2012;86
5593101;Boschendal Chardonnay Pinot Noir 2017;86
5603301;Allram Weissburgunder Papageno 2017;86
5300401;Weingut Thörle Riesling Feinherb 2018;86
5312901;Philipp Kuhn Riesling Trocken Tradition 2018;86
5316402;Luis Pato AM Vinho Branco 2011;86
5349401;Schwarztrauber Mussbacher Eselshaut Riesling Trocken 2016;86
5390401;Gianni Tessari Monte Tenda Soave Classico 2018;86
5423401;Karthaüserhof Riesling Trocken 2018;86
5426302;Åkre Gard Edel Eplesider;86
5438601;Lafarge Raisins Dorés Bourgogne Aligoté 2016;86
5440101;Cline Ancient Vines Zinfandel 2016;86
5442701;Gál Tibor Titi Egri Bikavér 2015;86
5446001;Fonte Delle Donne 2016;86
5446101;Capuano-Ferreri Santenay Vieilles Vignes 2014;86
4871701;LZ Rioja 2018;86
4873901;Lo Sang del Païs 2015;86
4909801;Bernard-Massard Cuvée de L´Ecusson Brut;86
4944502;Zantho Beerensauslese 2017;86
4975501;Montesecondo 2017;86
5070501;Cascina Castlet Ataj Chardonnay 2017;86
5072501;Raats Original Chenin Blanc 2018;86
5088101;Roblin Sancerre Ammonites 2016;86
5089301;Planeta Rosé 2018;86
5094001;Markus Molitor Haus Klosterberg Pinot Blanc 2017;86
5112701;Roagna Dolcetto d'Alba 2017;86
5127201;Tedeschi Valpolicella Classico Lucchine 2017;86
5144401;Sálnico Nuragus 2017;86
5144601;Silenzi Rosso 2018;86
5157501;Dom. d'Auphilac Lou Maset 2015;86
5170601;Gaudio Dolce Stil Novo Malvasia di Casorzo 2016;86
5179301;Castaño Macabeo Chardonnay 2014;86
5180801;Collestefano Verdicchio di Matelica 2018;86
5194701;Albert Bichot Petit Chablis 2018;86
5197301;Valli Unite Barbera Gaitù 2017;86
5202301;Meinklang Blaufränkisch 2018;86
5225101;Fonterenza Rosa Toscano Rosato 2018;86
5235601;Grans-Fassian Mineralschiefer Riesling Trocken 2017;86
5237101;Yalumba Patchwork Barossa Shiraz;86
5271301;Finca Villacreces Pruno 2015;86
5281301;Rocca di Montemassi Le Focaie 2017;86
5281401;Castello del Poggio Barbera d'Asti 2013;86
5670101;Pecchenino San Luigi Dogliani 2017;86
5673701;Finca Antigua Crianza 2012;86
5674501;Mauro Molino Barbera d'Alba 2018;86
5679801;Terres de Truffes 2014;86
5711701;Gustave Lorentz Pinot Noir Rosé 2018;86
5721401;Coltibuono Cetamura Chianti 2010;86
5722901;Boschendal 1685 Sauvignon Blanc Grande Cuvée 2017;86
4772701;Pittacum Mencía 2012;86
4813301;Louis Jadot Beaujolais Villages 2018;86
4816201;Planeta Alastro 2018;86
4834501;Musella Valpolicella Superiore 2014;86
4839201;Grans-Fassian Trittenheimer Riesling Kabinett 2015;86
4663601;Borgogno Barbera d'Alba 2017;86
4719101;Stadt Krems Weinzierlberg Grüner Veltliner 2018;86
4719301;Stadt Krems Riesling Steinterrassen 2016;86
4746201;Cant. Terlano Terlaner Classico 2017;86
5464001;Pilastri Pregio del Conte 2017;86
5470901;Foncalieu La Tannerie 2017;86
8038401;Ch. Bellevue Favereau 2014;86
8041901;Dom. Lafage Cayrol Vieilles Vignes 2017;86
8055001;Grand Fief de la Cormeraie Muscadet Sèvre et Maine sur Lie 2018;86
8055701;Ch. Canon 2015;86
8056601;Villa Raiano Greco di Tufo 2016;86
8082701;L?Amandier Petite Nature 2017;86
1817501;Graziano Petite Sirah 2013;86
1824601;Balthasar Ress Von Unserm Pinot Noir 2016;86
2834701;Vale da Capucha Fossil 2015;86
8038401;Ch. Bellevue Favereau 2014;86
8041901;Dom. Lafage Cayrol Vieilles Vignes 2017;86
8055001;Grand Fief de la Cormeraie Muscadet Sèvre et Maine sur Lie 2018;86
8055701;Ch. Canon 2015;86
8056601;Villa Raiano Greco di Tufo 2016;86
8082701;L?Amandier Petite Nature 2017;86
8087201;Borthwick Paper Road Pinot Noir;86
8091001;Felciatello Niji;86
8110401;Crama Alira Rosé 2017;86
8121901;Renieri Chianti Classico 2015;86
8126001;FRV100 de Jean-Paul Brun;86
8128701;Alessandria Priòra Barbera d'Alba Superiore 2015;86
8136501;Ch. Kefraya Les Bretèches 2017;86
8140101;Pago Heredad Toralto;86
8150301;Meinklang Naken Grüner Veltliner 2018;86
8153101;St. Cyr Terroir de Bellevue;86
8189801;Giro Ribot Unplugged Cava;86
8196901;7Navas Joven 2016;86
8209801;Dom. la Florane Á Fleur de Pampre Visan Blanc 2017;86
8218801;Mark Haisma Viognier 2016;86
8234501;Castello di Roncade Manzoni Bianco;86
8261701;Ambra Barco Reale di Carmignano;86
8270801;Lyrarakis Kotsifali;86
8278001;Gaznata Viñas Viejas 2017;86
8279801;Caravaglio Occhio di Terra 2016;86
8279901;Caravaglio Occhio di Terra Rosso non Rosso 2016;86
8282401;Dom. Hatzimichalis Alfega Erythros;86
8316301;Julia Kemper Aragonez 2012;86
9072601;Planeta Plumbago Nero d Avola 2016;86
9076901;Ogier Gentilhomme Côtes du Rhône;86
9077101;Ogier Crozes Hermitage Les Paillanches;86
9107401;Deux Roches Plants du Carre Mâcon-Villages 2017;86
9126201;Wieninger Gemischter Satz 2017;86
9126301;Wieninger Grüner Veltliner Nussberg 2017;86
9134401;Maison les Alexandrins Crozes Hermitage 2017;86
9150801;Brun Beaujolais Chardonnay Classic 2018;86
9212701;Monte del Frá Cà del Magro Custoza Superiore 2016;86
9213401;Barone Pizzini Franciacorta Brut;86
9219501;Fiorenzo Nada Dolcetto d'Alba 2017;86
9220201;Cascina Corte Dogliani 2017;86
9221601;Laxas Albariño 2018;86
9352401;Wieninger Chardonnay Classic 2018;86
9355801;Borgogno Dolcetto d'Alba 2017;86
8319401;Javier Sanz V Malcorta;86
8319501;Javier Sanz Verdejo;86
8322701;I Vini di Jacopo Friuli Colli Orientali Rosso;86
8326301;Ch. Sissan Grande Réserve;86
8329101;Gentle Folk Vin de Sofa;86
8334101;Pierre Boever Carte Blanche Grand Cru;86
8334501;Fausto Zazzara Majgual Metodo Classico Brut 2018;86
8336801;Ten. il Sogno Hardly Davidson 2015;86
8336901;Ten. il Sogno Fem Fatale 2015;86
8346901;Sérol Cabochard Côte Roannaise 2017;86
8348001;Italo Cescon Pinot Grigio;86
8348601;Enio Ottaviani Filare 15;86
8350101;Camp Zinfandel 2017;86
8352001;Weltner Gipskeuper Sylvaner Trocken 2016;86
8355001;Raddeck Cuvée MC Trocken 2015;86
8358201;Melovivo Grillo;86
8359701;La Barbatella Noe Monferrato Bianco;86
8365101;Podere il Saliceto Falistra 2018;86
9031301;Baigorri Crianza 2015;86
9031701;Joseph Mellot Pouilly Fumé le Chant des Vignes 2017;86
9052601;Negro Angelo Roero Arneis Serra Lupini 2015;86
