Varenummer;navn;poeng
10985501;Torre Mora Scalunera Etna Bianco;88
10990002;Georg Breuer Rheingau Auslese;88
8338101;Ch. Salettes Bandol Rosé;88
8346401;Mosse Le Gros;88
8347901;Italo Cescon Madre;88
8349401;Riecine Palminia Rosé 2018;88
8349801;Folk Machine Parts & Labor 2017;88
8349901;Folk Machine Central Coast Pinot Noir 2018;88
8350001;Folk Machine Valdiguié 2017;88
8356101;Samuel Billaud Bourgogne d'Or Chardonnay;88
8359801;Le Salette I Progni Valpolicella Classico Superiore Ripasso 2015;88
8362001;Barone Pizzini Franciacorta Animante Extra Brut;88
8362301;Robinot Les Années Folles;88
8365401;Podere il Saliceto BiFri 2018;88
8367901;Stephane Ogier Syrah d'Ogier;88
9025201;Scavino Langhe Nebbiolo 2016;88
7971601;Villa Job Mezzatesta 2017;88
7971701;Lamoresca Mascalisi 2017;88
7999401;Gysler Riesling Natur;88
8004001;Ch. Haut-Monplaisir Prestige 2014;88
8008101;Wagner-Stempel Porphyr Siefersheim Riesling 2017;88
7956701;Von Hövel Hütte Riesling Kabinett 2016;88
7962001;Marjan Simcic Chardonnay 2016;88
7962601;Champy Bourgogne Pinot Noir Signature 2016;88
7962701;Champy Bourgogne Chardonnay Signature 2016;88
625801;Kühn Oestrich Lenchen Riesling Kabinett 2018;88
642401;Marqués de Riscal Reserva 2015;88
701401;Borgogno No Name 2014;88
704501;Corsignano Chianti Classico 2015;88
704701;Taylor's Late Bottled Vintage 2014;88
721701;Le Caillou Côtes-du-Rhone 2018;88
735101;Avignonesi Vino Nobile di Montepulciano 2015;88
746901;Elio Altare Langhe Nebbiolo 2017;88
752501;Millet Sancerre 2018;88
767801;Meinklang J12 2015;88
770101;Pheasent´s Tears Shavkapito 2016;88
777301;Dom. Santa Duc Gigondas Aux Lieu-Dits 2013;88
789301;Trimbach Gewurztraminer 2016;88
174901;Novaia Valpolicella Classico Superiore Ripasso 2013;88
209301;Faudot Crémant du Jura Brut;88
267301;Barranco Oscuro Brut Nature 2015;88
267502;Ariyanas David Tinto Dulce 2017;88
282101;Patrick Baudouin Effusion 2017;88
288201;Vietti Perbacco Langhe Nebbiolo 2016;88
334201;Mullineux White Blend 2017;88
342101;Mullineux Syrah 2014;88
353401;Viña Ardanza Reserva 2009;88
360901;Marques de Murrieta Ygay Reserva 2015;88
376901;Prüm Graacher Himmelreich Riesling Spätlese 2016;88
400901;Schatz S Chardonnay 2013;88
416101;Hexamer Schlossböckelheimer Porphyr Riesling 2017;88
432601;Dom. Fouassier Sancerre Clos Paradis 2017;88
434201;It's a Game! 2014;88
447401;Loichet Bourgogne Aligoté 2014;88
484601;Didier Montchevet Hautes Côtes de Beaune 2017;88
490001;Von Winning Paradiesgarten Riesling Trocken 2017;88
509401;Schäfer-Fröhlich Bockenauer Schiefergestein Riesling Halbtrocken 2014;88
511401;Il Mimo 2018;88
516801;Gunderloch Nackenheim Riesling 2014;88
531201;COS Rami 2017;88
67801;Faustino I Gran Reserva 2008;88
118001;Speri Valpolicella Classico Superiore Ripasso 2017;88
10824201;Julien Pilon Syrah;88
3063601;Comando G La Bruja de Rozas 2017;88
3071801;Fabien Jouves Mas del Périé Les Escures 2017;88
3080801;Boffa Vigna Cua Longa Barbera d'Asti 2013;88
3081201;La Costa Brigante 2013;88
3084001;La Chablisienne Chablis Cuvée La Sereine 2015;88
3098901;Muga Reserva 2015;88
3175101;Marqués de Cáceres Gran Reserva 2008;88
3203301;Guigal Gigondas 2015;88
3203701;Ostertag Les Jardins Riesling 2017;88
3204101;Les Champs Perdrix Bourgogne Hautes-Côtes-de Beaune 2013;88
3210101;Cant. Terlano Sauvignon Winkl 2016;88
3241501;Dom. de la Janasse 2018;88
3278802;Fontodi Chianti Classico 2016;88
3309301;Poliziano Vino Nobile di Montepulciano 2016;88
3313601;Monte Fiorentine Soave Classico 2016;88
3314001;Valpolicella Classico Superiore Acinatico Ripasso 2017;88
3337001;Ch. Lafitte-Tramier 2008;88
3346901;Marqués de Vargas Reserva;88
3412401;Zuccardi Concreto Malbec 2018;88
3416001;Tyler Santa Barbara County Chardonnay 2016;88
3435601;Dom. de Pierredon 2015;88
3452501;Régnard Chablis 2017;88
3453201;Hugel Classic Pinot Gris 2016;88
3455501;De Bortoli Estate Grown Yarra Valley Shiraz 2013;88
3456601;Dom. Vocoret Chablis 2017;88
3463701;Ch. Coufran 2010;88
3476601;Henri Bourgeois Sancerre La Bourgeoise 2016;88
3484601;Raddeck Edition S Heiligenbaum Riesling trocken 2015;88
3498301;Nipozzano Chianti Rúfina Riserva 2016;88
3651601;Tokaj-Hétsz?l? Dry Furmint Selection 2012;88
3653601;Ninki-Ichi Black Ninki Junmai Ginjo;88
3691801;Amalia Dolcetto d'Alba 2013;88
3694401;Mother Rock White 2017;88
3694501;Mother Rock Force Majeure Chenin Blanc 2018;88
3701201;Mosbacher Riesling Sekt Brut 2016;88
3734701;Ch. Citran 2011;88
3738301;Masi Toar Valpolicella Classico Superiore 2015;88
3766401;Nicolas Maillet Mâcon Verzé Blanc 2016;88
3770201;Clos de la Perrière Bourgogne Blanc 2015;88
3789101;Borgeot Bourgogne Blanc 2017;88
3790001;Vía Arxéntea Treixadura y Godello 2016;88
4013701;Ch. Ksara Réserve du Couvent 2016;88
4020201;Bruno Giacosa Roero Arneis 2018;88
4073201;Roberto Anselmi Capitel Croce 2017;88
4073301;Anselmi Capitel Foscarino 2018;88
4080801;Nittardi Chianti Classico Artist Label 2016;88
4093901;Fontanabianca Barbera d'Alba 2017;88
4124001;Südtiroler Sauvignon Lahn 2018;88
4137901;Bila-Haut Occultum Lapidem 2016;88
4139601;Schmitt Glintzberg Riesling 2018;88
4139801;Alfieri La Tota Barbera d'Asti 2015;88
4224601;Graham's Six Grapes Reserve;88
4238001;Wild Yeast Chardonnay 2017;88
3793501;Cant. Terlano Chardonnay 2017;88
3798201;Allendorf Roter Riesling Troken 2016;88
3799801;Roig Parals Mallolet 2014;88
3814601;Bovin Imperator 2013;88
3859901;Matassa Olla Rouge 2018;88
3881201;Camille de Labrie 2014;88
3738301;Masi Toar Valpolicella Classico Superiore 2015;88
3766401;Nicolas Maillet Mâcon Verzé Blanc 2016;88
3770201;Clos de la Perrière Bourgogne Blanc 2015;88
3789101;Borgeot Bourgogne Blanc 2017;88
3790001;Vía Arxéntea Treixadura y Godello 2016;88
3793501;Cant. Terlano Chardonnay 2017;88
3798201;Allendorf Roter Riesling Troken 2016;88
3799801;Roig Parals Mallolet 2014;88
3814601;Bovin Imperator 2013;88
3859901;Matassa Olla Rouge 2018;88
3881201;Camille de Labrie 2014;88
3899101;Trénel Saint-Amour 2017;88
3908301;Gulfi NeroBaronj 2010;88
3909701;Birichino St. Georges Zinfandel Old Vines 2015;88
3912401;Gulfi Rosà 2015;88
3915001;Craven Faure Pinot Noir 2017;88
3915301;Elemental Bob My Cosmic Hand White 2015;88
3915401;Craven Firs Syrah 2017;88
3916501;Dom. les Bruyères Georges Crozes-Hermitage 2017;88
3916901;Lapalu Brouilly La Croix des Rameaux 2017;88
3581401;Cant. Terlano Monticol Pinot Noir Riserva 2015;88
3586701;Manuel Olivier Hautes Côtes de Nuits Vieilles Vignes 2017;88
3594801;Pfeffingen Ungstein Herrenberg Kalkstein Riesling Tr. 2016;88
3558301;Aquest Noruec Amphora Single Wine 2016;88
3558601;Casa Ferreirinha Callabriga 2016;88
3559801;Torraccia del Piantavigna Gattinara 2015;88
3559901;Barranco Oscuro Varetúo 2017;88
3563501;Pedregosa Reserva Blanc de Millesime Brut Nature 2014;88
3568201;Foreau Vouvray Brut 2011;88
3569501;Cline Sonoma Coast Pinot Noir 2017;88
4631901;Moscato d'Asti Vigna Senza Nome 2018;88
3581401;Cant. Terlano Monticol Pinot Noir Riserva 2015;88
3586701;Manuel Olivier Hautes Côtes de Nuits Vieilles Vignes 2017;88
3594801;Pfeffingen Ungstein Herrenberg Kalkstein Riesling Tr. 2016;88
3558301;Aquest Noruec Amphora Single Wine 2016;88
3558601;Casa Ferreirinha Callabriga 2016;88
3559801;Torraccia del Piantavigna Gattinara 2015;88
3559901;Barranco Oscuro Varetúo 2017;88
3563501;Pedregosa Reserva Blanc de Millesime Brut Nature 2014;88
3568201;Foreau Vouvray Brut 2011;88
3569501;Cline Sonoma Coast Pinot Noir 2017;88
3572001;Giacometto Bruno Erbaluce di Caluso Spumante 2009;88
3572801;Dom. Dominique Piron Morgon La Chanaise 2016;88
10380601;Vignes du Maynes Mâcon Villages Blanc 2017;88
10382901;Dom. Bulliat Crémant de Bourgogne Brut Nature;88
10384401;Dom. Saint Gayan Gigondas Origine 2013;88
10391801;Luigi Pira Dolcetto d'Alba 2017;88
10410701;Dom. Padie Tourbillon de la Vie 2017;88
10411501;La Soeur Cadette Juliénas 2016;88
10414701;Jérôme Arnoux Crémant du Jura;88
9735301;Schäfer-Fröhlich Nahe Riesling Trocken 2016;88
9738401;Contino Blanco 2016;88
9739601;Baudry Chinon 2018;88
9752201;Valli Unite Rosatea 2016;88
9758201;Landgraf Saulheimer Hölle Riesling Trocken 2016;88
9785001;Angiolino Maule Masieri 2018;88
9789101;Oudin Chablis 2017;88
9790601;Von Hövel Scharzhofberg Riesling Kabinett 2014;88
9845301;Villa Ponciago Fleurie Cuvée les Hauts du Py 2016;88
9853201;Cascina Corte Langhe Barbera 2015;88
5373201;Terroir Historic Priorat Blanc 2016;88
5376101;Mád Tokaji Furmint 2015;88
5386601;Traversa Dolcetto d`Alba 2015;88
5392901;Finca Valpiedra Reserva 2009;88
5393701;Gerovassiliou Malagousia Single Vineyard 2016;88
5453801;L`Héritage de Chasse-Spleen 2014;88
6368801;Fabrice Gasnier Chinon Vieilles Vignes 2016;88
6655701;Ambra Montefortini Podere Lombarda Carmignano 2012;88
6800901;Dreissigacker Riesling Trocken Alte Reben 2016;88
6811301;Pedestal Margaret River Semillon Sauvignon Blanc 2016;88
6825101;Massolino Langhe Chardonnay 2017;88
6831301;Wittmann Westhofener Riesling Trocken 2017;88
6841101;San Michele Appiano Südtiroler Pinot Nero 2017;88
6842101;La Mano Verde Cento Ceppi 2013;88
6852601;Cafaggio Basilica del Pruneto Merlot 2012;88
6853201;Ascheri Nirane Dolcetto d'Alba 2017;88
6853901;Hendry Unoaked Chardonnay;88
6862401;Castello di Bolgheri Varvàra 2015;88
6863501;J. Sunier Beaujolais Fleurie 2016;88
6864101;Paul Achs Edelgrund Blaufränkisch 2016;88
5822901;Le Volte dell' Ornellaia 2017;88
5834801;Nigl Riesling Dornleiten 2015;88
5838801;Proidl Senftenberger Steilheit Riesling 2016;88
5839701;Aphros Loureiro 2018;88
5840201;Castellare di Castellina Chianti Classico;88
5842901;Marc Kreydenweiss Andlau Riesling 2017;88
5848901;Dr. Wehrheim Birkweiler Rotliegendes Riesling trocken 2017;88
5859501;Roger Champault Les Pierris Sancerre Rouge;88
5868401;Pian delle Querci Rosso di Montalcino 2017;88
5873201;Occhipinti SP 68 Rosso 2018;88
10312401;Wimmer-Czerny Fumberg Grüner Veltliner 2018;88
10317802;Dom. Wachau Riesling Amphora;88
10325701;Vicchiomaggio Agostino Petri Chianti Classico Riserva;88
10326301;Mesquida Mora Sincronia Rosat 2017;88
10326401;Mesquida Mora Sincronia Negre 2017;88
10326501;Mesquida Mora Sincronia Blanc 2017;88
10330901;Dom. du Possible Le Fruit du Hasard 2017;88
10331001;Dom. du Possible Charivari 2017;88
10332201;Herència Altés Benufet Garnatxa Blanca 2017;88
10334801;Wageck Spätburgunder Bissersheim Kalkmergel 2015;88
10335401;Frontonio Telescópico Carignan 2016;88
10336401;Giacomo Anselma Russ;88
10339401;Mas Olivier Séléction 2015;88
10339801;Clos Bagatelle 2017;88
10340401;Mas des Agrunelles L'Indigène 2014;88
10340601;Début d'une histoire 2016;88
10344301;Ribelà Lazio bianco;88
10345101;Remoissenet Renommée Bourgogne Rouge 2016;88
10345201;Moillard Marsannay 2016;88
10348001;Ulysse Etna Rosso;88
10352201;Vaux Rheingauer Riesling Réserve Brut;88
10352901;Giacomo Anselma Barbera d'Alba 2017;88
10356201;Ca'Viola Dolcetto d?Alba Vilot 2017;88
10357001;S&C Le fruit de Ch. Grenet;88
10359301;Corte Sant'Alda Valpolicella Ripasso Campi Magri;88
10361101;Barmés-Buecher Cremant d'Alsace Brut Nature Zéro Dosage;88
10362901;Vignamaggio Gherardino Riserva;88
10364901;Stratus White 2014;88
10375801;Dornach Blanc Vigneti Dolomiti Pinot Bianco 2017;88
10376801;Fritz Haag Brauneberger Juffer Riesling Feinherb 2017;88
10421001;Quaglia Berto Vermouth di Torino Rosso;88
10422701;Coccinella Aldo Viola 2016;88
10423101;Nonno Pietro Vino Rosso;88
10430101;Norman Hardie Riesling 2017;88
10432101;Von Buhl Rosé Brut;88
10437901;Hemar 12;88
10440601;Nita Priorat 2016;88
10441001;Land of Saints Pinot Noir 2017;88
10445501;Sottimano Langhe Nebbiolo 2018;88
10447801;Weing. Martin Muthenthaler Spitzer Graben Grüner Veltliner 2018;88
10448601;Congretel L'Èpicurieux Régnié 2017;88
10451301;Jakob Schneider Niederhäuser Hermannshöhle Riesling Trocken 2017;88
10453801;Sybille Kuntz Riesling;88
10462701;Dom. Rollin Bourgogne Aligoté 2017;88
10467801;Schiopetto Collio Sauvignon 2016;88
10468401;Pierre-Marie Chermette Beaujolais Blanc 2017;88
10469001;Cortese Senia Nero d'Avola Terre Siciliane 2016;88
10469201;Cortese Sabuci Cerasuolo di Vittoria 2016;88
10472301;Charles Sparr Riesling Lieu Dit Altenbourg 2014;88
10475801;Lejeune Bourgogne Les Grandes Carelles 2017;88
10192201;Ten. di Carleone Chianti Classico 2016;88
10192301;Ten. di Carleone Rosato 2017;88
10198701;Thillardon Chénas Les Blémonts 2017;88
10201201;Pomodolce Barbera Marsen;88
10203901;Cooper Burns Grenache 2017;88
10204801;Pasji Rep Zelen 2017;88
10205001;Planeta Etna Rosso 2017;88
10211701;Dom. du Carrou Sancerre Rouge;88
10218001;Best Friend 2018;88
6368801;Fabrice Gasnier Chinon Vieilles Vignes 2016;88
6655701;Ambra Montefortini Podere Lombarda Carmignano 2012;88
6800901;Dreissigacker Riesling Trocken Alte Reben 2016;88
6811301;Pedestal Margaret River Semillon Sauvignon Blanc 2016;88
6825101;Massolino Langhe Chardonnay 2017;88
6831301;Wittmann Westhofener Riesling Trocken 2017;88
6841101;San Michele Appiano Südtiroler Pinot Nero 2017;88
6842101;La Mano Verde Cento Ceppi 2013;88
6852601;Cafaggio Basilica del Pruneto Merlot 2012;88
6853201;Ascheri Nirane Dolcetto d'Alba 2017;88
6853901;Hendry Unoaked Chardonnay;88
6862401;Castello di Bolgheri Varvàra 2015;88
6863501;J. Sunier Beaujolais Fleurie 2016;88
6864101;Paul Achs Edelgrund Blaufränkisch 2016;88
6915201;Mustiguillo Finca Calvestra Merseguera 2015;88
6947501;Howard Park Leston Cabernet Sauvignon 2014;88
6962601;Cant. Terlano Pinot Noir 2017;88
6965601;Rousse Chinon Les Puys 2014;88
6966501;Vajra Monterustico Dogliani 2017;88
6966901;Charly Thévenet Régnié Grain & Granit 2014;88
6970201;Emrich-Schönleber Lenz Riesling 2016;88
6970501;Emrich-Schönleber Frühtau Monzinger Riesling Trocken 2017;88
6974801;Kenwood Zinfandel 2015;88
6984901;Prieto Pariente 2014;88
6986101;Moltó Negre Cava Brut;88
6986401;The Orange Republic Godello Valdeorras 2017;88
6991701;Villa Job Serious 2016;88
6994001;La Paonnerie Rien que Melon 2018;88
7108901;Peter & Paul Grüner Veltliner 2018;88
7265201;Markus Molitor Zeltinger Sonnenuhr Riesling Kabinett Tørr - Fuder 6 ? 2016;88
7315201;Sella Lessona 2012;88
7315801;Vaillant La Varenne du Poirier Anjou 2015;88
5822901;Le Volte dell' Ornellaia 2017;88
5834801;Nigl Riesling Dornleiten 2015;88
5838801;Proidl Senftenberger Steilheit Riesling 2016;88
5839701;Aphros Loureiro 2018;88
5840201;Castellare di Castellina Chianti Classico;88
5842901;Marc Kreydenweiss Andlau Riesling 2017;88
5848901;Dr. Wehrheim Birkweiler Rotliegendes Riesling trocken 2017;88
5859501;Roger Champault Les Pierris Sancerre Rouge;88
5868401;Pian delle Querci Rosso di Montalcino 2017;88
5873201;Occhipinti SP 68 Rosso 2018;88
5873801;Seresin Sauvignon Blanc 2017;88
5892101;Musar Jeune Blanc 2017;88
5892201;Musar Jeune 2016;88
5895501;Alde Eplecider 2018;88
5902501;Van Volxem Saar Riesling 2017;88
5903101;Erbaluna Dolcetto d'Alba Le Liste 2016;88
5913501;Bertha Brut 1989 2016;88
5924601;Pétalos 2016;88
5936301;Prà Morandina Valpolicella Superiore Ripasso 2016;88
5949001;Post Scriptum De Chryseia 2017;88
7325001;Gut Hermannsberg Vom Schiefer Riesling 2017;88
7325201;Olivier Riviere Gabaxo 2016;88
7330701;Chemarin Beaujolais-Villages Les Vignes de Jeannot 2016;88
7331001;Betulle Colli Orientali Friulano 2016;88
7331301;Kante Sauvignon 2014;88
7339901;Grand Bateau Blanc 2018;88
7344201;Kloster Eberbach Rüdesheimer Riesling Spätlese 2013;88
7345201;Schloss Neuweier RS Riesling Trocken 2017;88
7345401;Acham-Magin Riesling Ungeheere Trocken 2018;88
7345701;La Fourmone Gigondas Le Secret 2015;88
7346001;K.H. Schneider Sobernheim Savignon Blanc Trocken 2015;88
7347201;Bergdolt Deidesheimer Mäushöhle Riesling 2017;88
7351001;Ch. Moulin du Rouge 2015;88
5951901;Cal Pla Porrera Red 2015;88
5957901;Ch. Les Ormes Sorbet 2011;88
5959701;Defaix Bourgogne Pinot Noir 2018;88
5968401;Ch. de la Gravelle Gorges 2013;88
5969401;Juillot Mercurey Rouge 2017;88
5972301;A.D. Coutelas Origin' Brut;88
5984701;Vigna la Casina Chianti Classico 2013;88
5994501;Pala I Fiori Trente Cannonau 2017;88
6018201;Scarbolo Campo del Viotto 2013;88
5775001;Dönnhoff Tonschiefer Riesling Trocken 2018;88
10045301;La Baronne Les Chemins Blanc;88
10045501;Complémen'Terre La Croix Moriceau;88
10056701;Marabino Eureka Chardonnay;88
10056801;Marabino Muscatedda Moscato di Noto;88
10057201;Von Buhl Spätburgunder 2015;88
10059501;La Valentina Spelt 2017;88
10060801;Alfredo Maestro Viña Almate 2017;88
10064301;Les Bêtes Curieuses Monnière-Saint Fiacre 2013;88
10064401;Les Bêtes Curieuses Goulaine 2012;88
10064801;Benanti Etna Rosso 2016;88
10069401;Lambert Saumur Les Perrières 2018;88
10069801;Mourat Moulin Blanc Blanc de Noirs;88
10084901;Col del Lupo Notae Prosecco Col Fondo;88
10086501;Ch. Bela Riesling 2017;88
10088802;Gaudio Grignolino 2016;88
10089101;Kreinbacher Juhfark 2016;88
546502;Ariyanas Naturalmente Dulce 2012;88
561201;Marc Kreydenweiss Lerchenberg Pinot Gris 2017;88
571701;Brocard Sainte Claire Chablis 2018;88
620501;Pascal Jolivet Pouilly-Fumé 2017;88
624501;Roland Lavatureux Chablis 2017;88
899701;Régnard Bourgogne Pinot Noir 2018;88
900701;Dom. La Suffrene Bandol 2014;88
921801;Sainte Croix Magneric 2014;88
924101;Baricchi Regina di Felicità Muscato Spumante;88
940502;Frederiksdal Kirsebærvin Sur Lie 2011;88
944001;Landgraf Saulheimer Hölle Spätburgunder 2014;88
826201;Kepos di Ampeleia 2016;88
857901;Pflüger Herrenberg Riesling Trocken 2017;88
858201;Gironda La Gena Barbera d´Asti 2015;88
867401;Olek Bondonio Dolcetto d´Alba 2016;88
867901;Balgera Rosso di Valtellina 2006;88
1165401;Domdechant Werner Domdechaney Spätlese 2015;88
1170701;Cascina Luisin Langhe Nebbiolo Maggiur 2015;88
1174001;Marqués de Vitoria Gran Reserva 2009;88
7441101;Pittnauer Rosé 2018;88
7441201;Pittnauer Pinot Noir 2017;88
7477201;Cazes Les Clos de Paulilles;88
7482501;Bonavita Rosato 2018;88
7603801;Vignale di Cecilia Val di Spin rosé 2016;88
7604001;Vignale di Cecilia Poldo 2016;88
7608201;The Velvet Fog Pinot Noir 2016;88
7608401;Cuveé Esplendor Vardon Kennett 2013;88
7618501;Hexamer Meddersheimeresling Rheingrafenberg Riesling Spätlese 2015;88
7621001;Ch. Cambon Beaujolais 2018;88
7621801;Briday Rully Les 4 Vignes 2016;88
7632301;Manuel Olivier Bourgogne Aligoté Vieilles Vignes 2017;88
7632501;Gunderloch Nierstein Riesling Trocken 2016;88
7641501;Tio Pepe Fino en Rama 2018;88
7645801;Franco Fransesco Trej Amis Barbera d'Asti 2015;88
7649101;Bedouet Clos des Grands Primos 2017;88
7651501;Guntrum Nierstein Oelberg Riesling Trocken 2016;88
7660301;Ch. Haut-Monplaisir L'Envie 2016;88
7673101;Lambert Les Perruches Chinon 2015;88
7678801;Ramón do Casar Blanco 2016;88
7687601;Proyecto Garnachas de España La Garnacha Perdida del Pirineo 2015;88
7690101;Dom. des Crêts Mâcon-Chardonnay L'échenault de Serre 2017;88
7734601;Cooper Mountain Pinot Noir 2015;88
7761301;Pithon-Paillé Mozaik Blanc;88
7763001;Mauro Molino Leradici Barbera d'Asti 2016;88
7769701;Ch. de l'Aulnaye Confluent 2018;88
7774401;Ch. Roland la Garde Tradition 2015;88
7775201;Chorey-Lès-Beaune Les Beaumonts 2014;88
7775901;Casa de Mouraz Encruzado 2015;88
7789601;Notary Public Cabernet Sauvignon 2014;88
7358601;Jérôme Arnoux Révélation Arbois Pinot Noir 2014;88
7368401;Stolpman Para Maria 2017;88
7371701;Palladino Nebbiolo d'Alba 2016;88
7395901;Haywire Secrest Mountain Gamay 2017;88
7396501;Lock & Worth Semillon 2017;88
7400101;Grand Enclos du Chateau de Cerons 2016;88
7401701;Ch. de Mascaraas 2014;88
7409301;Terenzi Balbino 2016;88
7429001;Marc Kreydenweiss Crémant d'Alsace;88
7431201;Claus Preisinger Heideboden 2016;88
7431701;Claus Preisinger Zweigelt Kieselstein 2017;88
9594201;Ch. Ksara Blanc de Blancs 2017;88
9595601;Le Redini Tenuta Degli Dei 2016;88
9622801;Weinbach Riesling Réserve 2017;88
9643901;Dom. des Chenevières Chablis 2018;88
10122601;Sybille Kuntz Riesling Trocken;88
10129901;Shobbrook See Change;88
10130201;Turckheim Riesling Grand Cru Brand;88
10132001;Philizot & Fils Brut numéro 3;88
10132002;Philizot & Fils Brut numéro 3;88
10136301;Querciabella Chianti Classico 2014;88
10136701;A. Thévenet Morgon 2017;88
10137001;Lyrarakis Assyrtiko Vóila;88
10139101;Van Loggerenberg Geronimo;88
10142201;Combe Vin Gris de Trousseau 2017;88
10150901;Natte Valleij P.O.W.;88
10156201;Cristiano Guttarolo Primitivo Lamie delle Vigne 2016;88
10099901;Pittnauer Mash Pitt 2018;88
10100901;Luigi Pira Barbera d'Alba 2017;88
10106901;Niepoort Nat Cool Bairrada Tinto 2016;88
10107901;Karma do Sil Maga Ribera Sacra 2016;88
10109101;Dom. la Realtiere Pastel;88
10110101;Vietti Roero Arneis;88
10111601;Leusciatti Del Negus Rosso di Valtellina 2014;88
9675001;Künstler Hochheimer Hölle Riesling Kabinett trocken 2018;88
9677501;Achaval Ferrer Mendoza Malbec 2017;88
9679701;Künstler Hochheimer Herrnberg Riesling trocken 2018;88
9692101;Vajra Langhe Nebbiolo 2016;88
9380501;Dinavolino 2018;88
7353701;Pietro Cassina Coste della Sesia Severina 2016;88
7353901;Jean-Claude Boisset Bourgogne Chardonnay Les Ursulines 2015;88
7345701;La Fourmone Gigondas Le Secret 2015;88
7346001;K.H. Schneider Sobernheim Savignon Blanc Trocken 2015;88
7347201;Bergdolt Deidesheimer Mäushöhle Riesling 2017;88
7351001;Ch. Moulin du Rouge 2015;88
7796601;Barale Langhe Nebbiolo 2017;88
7797401;Johannes Zillinger Reflexion Ried Hohes Eck Weissburgunder 2017;88
7797901;Rosazzo delle Betulle 2014;88
7799001;La Traviesa Tinto 2016;88
7799301;Darnaud Crozes-Hermitage Les Trois Chênes 2016;88
7799701;Zilliken Rausch Riesling Kabinett 2017;88
7800901;Ch. Peyrabon 2005;88
7801201;Burg Ravensburg Blaufränkish 2015;88
7801501;Montesecondo Trebbiano 2017;88
7353701;Pietro Cassina Coste della Sesia Severina 2016;88
7353901;Jean-Claude Boisset Bourgogne Chardonnay Les Ursulines 2015;88
10225301;Krásná hora Blanc de Noir Brut Nature 2017;88
10225401;La Staffa L'Aurora Rosato 2017;88
10227201;Dom. les Carréoles Diaclase 2016;88
10228001;Viña Cartín Albariño 2017;88
10228301;Müller-Catoir M-C Riesling 2018;88
10228801;Onward Wines Malvasia Bianca Capp Inn Ranch 2016;88
10230801;Maximin Grünhaus Bruderberg Kabinett Riesling 2018;88
10242801;Astobiza 2018;88
10244001;Chavet Menetou-Salon Rosé 2018;88
10245401;Valdrinal Entrega Roble 2016;88
10246001;Cant. del Castello Valpolicella Ripasso Superiore 2013;88
10246102;Cant. del Castello Cortepittora Recioto di Soave Classico 2016;88
10247901;Les Héritiers Saint-Genys Hautes-Côtes de Beaune Blanc 2014;88
10249201;Cant. del Castello Carniga Soave Classico 2014;88
10254901;Der Wilde Weissburgunder Trocken 2018;88
10247901;Les Héritiers Saint-Genys Hautes-Côtes de Beaune Blanc 2014;88
10249201;Cant. del Castello Carniga Soave Classico 2014;88
10254901;Der Wilde Weissburgunder Trocken 2018;88
10255001;Der Wilde Silvaner Trocken 2018;88
10259301;Barouillet Bergerac Blanc;88
10260501;Caravaglio Occhio di Terra Malvasia Anfora 2017;88
10260801;Mikulski Crémant de Bourgogne Brut;88
10266801;Fuente Guijarro Sidra del Sur Espeluzná 2017;88
10269701;Ch. Gassier le Pas du Moine Rosé;88
10271201;Casa de la Ermita Crianza 2015;88
10275901;Dom. des Enfants Le Jouet Rouge;88
10277101;Castiglion del Bosco Rosso di Montalcino 2016;88
10278101;Dom. Vocoret Cote de Lechet Chablis 1. Cru 2016;88
10279201;Cinq Autels Cidre de Normandie Demi Sec;88
10279601;Cascina Collina Nizza Squarza 2016;88
10280401;Rennersistas Waiting For Tom Weiss;88
10280501;Rennersistas Waiting For Tom Red;88
11049901;Dom. Jean Vaudoisey Bourgogne Les Grandes Terres Blanc 2017;88
11052601;Goyo Garcia Viadero Ribera del Duero Los Quemados 2017;88
11056801;Bod. Brisas Altos de José Ignacio Tannat Reserve 2017;88
11057101;Dom. des Ardoisières Silice Blanc 2018;88
11062301;Adega Algueira Ribeira Sacra Mencia 2017;88
11065901;C. Moreau Chablis 2017;88
11071101;Alsace Lieu Dit Rothstein Riesling;88
11071701;Nanclares Dandelion Albariño;88
11072201;Saillard La Pause;88
11076301;Dom. de Rocheville Le Roi Cabernet Franc;88
11078201;Jean-Paul Schmitt Muscat Ottonel Rittersberg Classique;88
11080101;Hardangergutane Solglimt Eplesider;88
11080201;Hardangergutane Fjellskrent Sider;88
11085501;Koppitsch Perspektive Rot;88
11086001;Coutelou Rouge;88
11094902;Vingården i Klagshamn Lucky Star Rosé 2018;88
11098701;Dom. Chapel Beaujolais-Villages 2018;88
10824201;Julien Pilon Syrah;88
10826901;A.J. Adam Riesling Trocken;88
10836401;La Manufacture Benjamin Laroche Petit Chablis 2017;88
10846201;Longridge MCC Brut Rose NV;88
10847101;Azul y Garanza Naturaleza Salvaje Garnacha 2017;88
10854101;Haywire Waters & Banks Pinot Noir 2016;88
10867701;Terre Stregate Trama Falanghina 2017;88
10867801;Terre Stregate Manent Aglianico 2017;88
10870401;Morize Rosé des Riceys;88
10871401;Grange aux Belles Brise d'Aunis 2018;88
10873901;Ch. Rioublanc Crémant de Bordeaux Brut Nature;88
10874201;Philippe Gilbert Menetou-Salon Hors Série 2017;88
10876901;Léon Heitzmann Alsace Riesling 2018;88
