varenummer;poeng;konklusjon;argang_apreritif;smakt;url_aperitif
11020401;88;En veldig tørr riesling med intens syre som trenger litt tid og som tåler minst 8 år. Meget godt kjøp.;2016;  6. mai 2019;https://www.aperitif.no/pollisten/produkt/clemens-busch-ls-riesling-2016/2193726
11022701;88;En god og klassisk sancerre i den smaksrike stilen, tåler 5-6 år. Meget godt kjøp.;2018;  6. mai 2019;https://www.aperitif.no/pollisten/produkt/raimbault-sancerre-blanc/2193760
11023901;88;En god munnfull rett og slett som tåler 6-7 år. Meget godt kjøp.;2018; 27. juni 2019;https://www.aperitif.no/pollisten/produkt/kruger-rumpf-munsterer-kapellenberg-riesling-trocken-erste-lage-2018/2194443
10891201;88;En god og fruktig fyldig pinot som tåler 5-6 år. Godt kjøp.;2018;  6. mai 2019;https://www.aperitif.no/pollisten/produkt/kutch-sonoma-county-pinot-noir-2018/2185715
10891501;88;En herlig pinot som tler 4-5 r. Godt kjøp.;NA;  6. juli 2019;https://www.aperitif.no/pollisten/produkt/johan-vineyard-farmlands-pinot-noir-2018/2184930
10892801;88;En lekker rosevin som tåler 3-4 år. Meget godt kjøp.;2018;  6. mai 2019;https://www.aperitif.no/pollisten/produkt/dom-la-florane-a-fleur-de-pampre-rose-2018/2185724
10897401;88;En smaksrik og god sauvignon blanc som tåler 5-6 år. Godt kjøp.;2018;  6. mai 2019;https://www.aperitif.no/pollisten/produkt/ortal-sauvignon-blanc-2018/2185742
10897501;88;En leskende og god cabernet franc som tåler 6-7 år. Godt kjøp.;2017;  6. mai 2019;https://www.aperitif.no/pollisten/produkt/ortal-cabernet-franc/2185743
10898401;88;En herlig sødmefylt men også frisk sonomavin som tåler 6-7 år. Godt kjøp.;2017; 25. april 2019;https://www.aperitif.no/pollisten/produkt/pax-wine-sonoma-coast-gamay-2017/2185745
10899601;88;En god og smaksrik syrlig rødvin som tåler 5-6 år. Meget godt kjøp.;2017;  2. mars 2019;https://www.aperitif.no/pollisten/produkt/bod-aroa-mutiko-2017/2184913
10902201;88;En veldig god og tørr fast hvit burgunder som tåler 5-6 år. Meget godt kjøp.;2017;  2. mars 2019;https://www.aperitif.no/pollisten/produkt/dom-germain-pere-fils-saint-romain/2185752
10902801;88;En elegant og god rødvin som tåler 6-7 år. Meget godt kjøp.;2017;  6. mai 2019;https://www.aperitif.no/pollisten/produkt/recanati-med-blend-2018/2185754
10904801;88;En herlig aromatisk grignolino som tåler 6-7 år. Meget godt kjøp.;2018;  6. juli 2019;https://www.aperitif.no/pollisten/produkt/gaudio-grignolino-2017/2193698
10909301;88;En herlig fersk og fruktig Julienas som tåler 8 år. Meget godt kjøp.;2018; 16. september 2019;https://www.aperitif.no/pollisten/produkt/david-beaupere-julienas-2018/2212537
10909401;88;En god og syrefrisk Saar-riesling som tåler 5-6 år. Meget godt kjøp.;2017;  6. mai 2019;https://www.aperitif.no/pollisten/produkt/willems-willems-saar-riesling-trocken-schiefer-oberemmel-2017/2185780
10910301;88;En tørr og strukturert riesling som tåler 7-8 år. Godt kjøp.;2014;  2. mars 2019;https://www.aperitif.no/pollisten/produkt/von-buhl-forster-ungeheuer-gg-2014/2184828
10910801;88;En herlig vin som tåler 5-6 år. Godt kjøp.;2018;  2. mars 2019;https://www.aperitif.no/pollisten/produkt/alex-foillard-brouilly/2184684
10912601;88;En god og fyldig lett moden pelaverga som likevel tåler 5-6 år. Meget godt kjøp.;2017; 25. april 2019;https://www.aperitif.no/pollisten/produkt/castello-di-verduno-basadone-pelaverga-2017/2185793
10919101;88;En veldig kjøttfull og fyldig rosevin som tåler 4-5 år. Vel verd prisen.;2018;  6. mai 2019;https://www.aperitif.no/pollisten/produkt/ch-d-esclans-rock-angel-cotes-de-provence-rose-2018/2193802
10919501;88;En litt annerledes men konsentrert sørfransk hvitvin, omtrent som en tørr dessertvin, som tåler 6-7 år. Meget godt kjøp.;2015;  6. mai 2019;https://www.aperitif.no/pollisten/produkt/brumont-les-jardins-philosophiques-2015/2185796
10938101;88;En herlig musserende som tåler 4-5 år. Meget godt kjøp.;2016;  6. mai 2019;https://www.aperitif.no/pollisten/produkt/podere-il-saliceto-ring-adora-brut-nature-2016/2193725
10939101;88;En deilig rose som tåler 3-4 år. Meget godt kjøp.;2018;  2. mars 2019;https://www.aperitif.no/pollisten/produkt/hampton-water-rose-2018/2185001
10955401;88;En flott Loire-chenin som tåler 8 år. Meget godt kjøp.;2017;  2. mars 2019;https://www.aperitif.no/pollisten/produkt/closel-belle-dame-chenin-blanc-2017/2184794
10959201;88;En herlig Nahe-riesling som tåler 4-5 år. Godt kjøp.;2017;  2. mars 2019;https://www.aperitif.no/pollisten/produkt/emrich-schonleber-mineral-riesling-trocken-2017/2184796
10713901;88;En kul perlende med mye artig fruktpreg. Tåler 4-5 år. Meget godt kjøp.;2017; 14. januar 2019;https://www.aperitif.no/pollisten/produkt/complemen-terre-potion-mama-petillant-naturel-2017/2174365
10714201;88;En artig veldig leskende og annerledes nebbiolo fra Faro som tåler 5-6 år. Minst. Meget godt kjøp.;2017; 14. januar 2019;https://www.aperitif.no/pollisten/produkt/non-dos-beverein-2017/2174366
10714302;88;En artig ikke for søt søtvin. Tåler 7-8 år. Minst. Godt kjøp.;2015; 14. januar 2019;https://www.aperitif.no/pollisten/produkt/angiolino-maule-passito-monte-sorio-2015/2174367
10716501;88;En god og tørr musserende som tåler 6-7 år. Godt kjøp.;2015; 14. januar 2019;https://www.aperitif.no/pollisten/produkt/griesel-riesling-brut/2174401
10717605;88;En veldig aromatisk og krydret nebbiolo-magnum som tåler 6-7 år. Meget godt kjøp.;2016; 14. januar 2019;https://www.aperitif.no/pollisten/produkt/ioppa-colline-novaresi-nebbiolo-2016/2174364
10717701;88;En god og fruktig hvit burgunder som tåler 5-6 år. Godt kjøp.;2017; 14. januar 2019;https://www.aperitif.no/pollisten/produkt/ch-de-melin-saint-romain-sous-chateau/2174271
10125101;88;En leskende og saftig lett rødvin med godt bitt som tåler 4-5 år. Godt køjp.;2017;  6. mai 2019;https://www.aperitif.no/pollisten/produkt/dom-des-ardoisieres-argile-rouge-2017/2193809
10129901;88;En vin som må dekanteres for å åpne seg bort fra den rustikke-volatile karakteren. Tåler 6-7 år. Godt kjøp.;2017; 17. juli 2018;https://www.aperitif.no/pollisten/produkt/shobbrook-see-change/2130174
10130201;88;En god og fyldig klassisk Alsace-riesling som tåler 8 år. Godt kjøp.;2013; 12. juni 2018;https://www.aperitif.no/pollisten/produkt/turckheim-riesling-grand-cru-brand/2130175
10132001;88;En deilig knallbillig champagne som tåler 4-5 år. Meget godt kjøp;NA;  2. mars 2019;https://www.aperitif.no/pollisten/produkt/philizot-fils-brut-numero-3/2130181
10132002;88;En herlig champagne som tåler 4-5 år. Meget godt kjøp.;NA; 14. januar 2019;https://www.aperitif.no/pollisten/produkt/philizot-fils-brut-numero-3/2130182
10136201;88;En litt eiket men også lovende chianti som tåler 10 år. Godt kjøp.;2013; 14. januar 2019;https://www.aperitif.no/pollisten/produkt/querciabella-chianti-classico-riserva/2174207
10136301;88;En veldig ung og lovende litt vel eiket chianti som tåler 10 år. Vel verd prisen.;2015;  6. juli 2019;https://www.aperitif.no/pollisten/produkt/querciabella-chianti-classico-2014/2203148
10136701;88;En herlig beaujolais som tåler 5-6 år. Minst. Meget godt kjøp.;2017; 14. desember 2018;https://www.aperitif.no/pollisten/produkt/a-thevenet-morgon-2017/2130200
10137001;88;En god og tørr gresk hvitvin som tåler 5-6 år. Meget godt kjøp.;2018;  6. mai 2019;https://www.aperitif.no/pollisten/produkt/lyrarakis-assyrtiko-voila/2130203
10139101;88;En herlig rødvin som tåler 5-6 år. Godt kjøp.;2018;  6. mai 2019;https://www.aperitif.no/pollisten/produkt/van-loggerenberg-geronimo/2130213
10142201;88;En kul oransje-rose som ikke alle vil like, men som tåler 5-6 år. Godt kjøp.;2017; 12. juni 2018;https://www.aperitif.no/pollisten/produkt/combe-vin-gris-de-trousseau-2017/2130216
10150901;88;En noe tørr og moden men også konsentrert rødvin som tåler 6-7 år. Godt kjøp.;2015;  6. juli 2019;https://www.aperitif.no/pollisten/produkt/natte-valleij-p-o-w/2130244
10152901;88;En seriøs sørafrikansk boblevin som tåler 5-6 år. Verd prisen.;2009; 12. juni 2018;https://www.aperitif.no/pollisten/produkt/desiderius-pongracz/2130263
10155601;88;En tørr men likevel veldig deilig rødvin som tåler 5-6 år. Godt kjøp.;2016; 16. september 2019;https://www.aperitif.no/pollisten/produkt/el-hombre-bala-2016/2130288
10156201;88;En veldig god primitivo som tåler 6-7 år. Meget godt kjøp.;2016; 17. juli 2018;https://www.aperitif.no/pollisten/produkt/cristiano-guttarolo-primitivo-lamie-delle-vigne-2016/2130293
10348001;88;En solid vin som tåler 8 år. Meget godt kjøp.;2014; 17. juli 2018;https://www.aperitif.no/pollisten/produkt/ulysse-etna-rosso/2140154
10352201;88;En fyldig ren og fruktig lett sødmefylt rieslingsekt som tåler 5-6 år. Godt kjøp.;2015; 15. september 2018;https://www.aperitif.no/pollisten/produkt/vaux-rheingauer-riesling-reserve-brut/2141967
10352901;88;En smaksrik og konsentrert barbera som tåler 8 år. Meget godt kjøp.;2017;  2. mars 2019;https://www.aperitif.no/pollisten/produkt/giacomo-anselma-barbera-d-alba-2017/2141972
10356201;88;En leskende og god dolcetto som tåler 4-5 år. Meget godt kjøp.;2017; 17. juli 2018;https://www.aperitif.no/pollisten/produkt/ca-viola-dolcetto-d-alba-vilot-2017/2140329
10357001;88;En deilig usvovlet vin som tåler 8 år. Meget godt kjøp.;2016; 17. juli 2018;https://www.aperitif.no/pollisten/produkt/s-c-le-fruit-de-ch-grenet/2141250
10359301;88;En deilig og elegant ripasso som tåler 7-8 år. Godt kjøp.;2016; 14. januar 2019;https://www.aperitif.no/pollisten/produkt/corte-sant-alda-valpolicella-ripasso-campi-magri/2141246
10361101;88;En fyldig stofflig og tørr cremant som tåler 6-7 år. Meget godt kjøp.;2016; 17. juli 2018;https://www.aperitif.no/pollisten/produkt/barmes-buecher-cremant-d-alsace-brut-nature-zero-dosage/2140514
10362901;88;En litt tørr men også lovende vin som tåler 8 år. Godt kjøp.;2014; 17. juli 2018;https://www.aperitif.no/pollisten/produkt/vignamaggio-gherardino-riserva/2140427
10364901;88;En god og kjøttfull konsentrert hvitin som tåler 6-7 år. Godt kjøp.;2014; 15. september 2018;https://www.aperitif.no/pollisten/produkt/stratus-white-2014/2152361
10375401;88;En litt eiket men lovende pinot som tåler 8 år. Godt kjøp.;2015; 17. juli 2018;https://www.aperitif.no/pollisten/produkt/wageck-spatburgunder-burgweg/2140365
10375801;88;En god og strukturert pinot bianco som tåler 5-6 år. Godt kjøp.;2017; 17. juli 2018;https://www.aperitif.no/pollisten/produkt/dornach-blanc-vigneti-dolomiti-pinot-bianco-2017/2140128
10166301;88;En god og smaksrik hvitvin som tåler 6-7 år. Meget godt kjøp.;2018; 16. september 2019;https://www.aperitif.no/pollisten/produkt/david-nadia-topography-chenin-blanc/2130347
10421001;88;En god og småkompleks vermut.;NA; 24. oktober 2018;https://www.aperitif.no/pollisten/produkt/quaglia-berto-vermouth-di-torino-rosso/2152425
10422701;88;En vellaget vin som tåler 5-6 år. Godt kjøp.;2016; 15. september 2018;https://www.aperitif.no/pollisten/produkt/coccinella-aldo-viola-2016/2152064
10423101;88;En artig og veldig fruktig og innsmigrende grignolino som tåler 4-5 år. Meget godt kjøp.;2016; 14. desember 2018;https://www.aperitif.no/pollisten/produkt/nonno-pietro-vino-rosso/2152646
10428801;88;En deilig grenache som tler 5-6 r. Godt kjøp.;NA;  6. juli 2019;https://www.aperitif.no/pollisten/produkt/a-tribute-to-grace-grenache-2017/2152670
10430101;88;En god og fruktdreven fyldig vin som tåler 8 år. Meget godt kjøp.;2017; 15. september 2018;https://www.aperitif.no/pollisten/produkt/norman-hardie-riesling-2017/2151842
10431701;88;En klassisk pinot som tåler 5-6 år. Verd prisen.;2014; 15. september 2018;https://www.aperitif.no/pollisten/produkt/pierre-labet-beaune-clos-du-dessus-des-marconnets-rouge-2014/2151975
10432101;88;En strukturert rosa sekt som tåler 6-7 år. Meget godt kjøp.;NA; 15. september 2018;https://www.aperitif.no/pollisten/produkt/von-buhl-rose-brut/2151974
10435205;88;En fyldig og innsmigrende magnum med godt potensial. Tåler 8 år. Meget godt kjøp.;2016; 15. september 2018;https://www.aperitif.no/pollisten/produkt/ch-kefraya-les-breteches/2151770
10435301;88;En god litt tørr 10 år gammel libaneser som tåler 7-8 år til. Godt kjøp.;2008; 15. september 2018;https://www.aperitif.no/pollisten/produkt/ch-kefraya-2008/2151771
10437901;88;En god og saftig ribera med god struktur som tåler 8 år. Meget godt kjøp.;2016; 14. desember 2018;https://www.aperitif.no/pollisten/produkt/hemar-12/2152692
10440601;88;En flott og syrlig priorat som tåler 5-6 år. Meget godt kjøp.;2016;  2. mars 2019;https://www.aperitif.no/pollisten/produkt/nita-priorat-2017/2152421
10443101;88;En god og konsentrert gruner som tåler 6-7 år. Godt kjøp.;2017; 15. september 2018;https://www.aperitif.no/pollisten/produkt/veyder-malberg-loibner-gruner-veltliner-2017/2151863
10445401;88;En god toscaner som tåler 8 år. Godt kjøp.;2013; 14. desember 2018;https://www.aperitif.no/pollisten/produkt/fabbrica-prototipo-470-sangiovese-2013/2152712
10445501;88;En tørr og strukturert langhe nebbiolo som tåler 5-6 år. Meget godt kjøp.;2016; 15. september 2018;https://www.aperitif.no/pollisten/produkt/sottimano-langhe-nebbiolo-2018/2151869
10447801;88;En artig litt annerledes gruner som tåler 5-6 år. Meget godt kjøp.;2018;  6. juli 2019;https://www.aperitif.no/pollisten/produkt/weing-martin-muthenthaler-spitzer-graben-gruner-veltliner-2018/2151846
10448401;88;En kul vin som absolutt trenger dekantering for å mykne og som tåler 6-7 år. Godt kjøp.;2014; 15. september 2018;https://www.aperitif.no/pollisten/produkt/stolpman-ballard-canyon-grenache-2014/2151859
10448601;88;En naturvinsinspirert rødvin som tåler 5-6 år. Godt kjøp.;2018;  6. juli 2019;https://www.aperitif.no/pollisten/produkt/congretel-l-epicurieux-regnie-2017/2152730
10451301;88;En god og fruktig riesling med mye karakter, tåler 6-7 år. Meget godt kjøp.;2017; 15. september 2018;https://www.aperitif.no/pollisten/produkt/jakob-schneider-niederhauser-hermannshohle-riesling-trocken-2017/2152016
10453801;88;En god og solid natur-riesling som tåler 6-7 år. Meget godt kjøp.;2017; 15. september 2018;https://www.aperitif.no/pollisten/produkt/sybille-kuntz-riesling/2151795
10462701;88;En god og saltpreget aligote som tåler 4-5 år. Meget godt kjøp.;2017; 15. september 2018;https://www.aperitif.no/pollisten/produkt/dom-rollin-bourgogne-aligote-2017/2151901
10973501;88;En kul oransjevin som tåler 5-6 år. Meget godt kjøp.;2017;  2. mars 2019;https://www.aperitif.no/pollisten/produkt/jordi-llorens-blan-5-7/2184914
10976501;88;En flott rose som tåler 3-4 år. Minst. Meget godt kjøp.;2018;  6. mai 2019;https://www.aperitif.no/pollisten/produkt/otazu-rose-tempranillo-2018/2185954
10980101;88;En smaksrik hvitvin som tåler 7-8 år. Meget godt kjøp.;2016;  6. mai 2019;https://www.aperitif.no/pollisten/produkt/dom-de-rapatel-blanc/2184925
10980701;88;En god ganske bløt og fyldig pinot som tler 5-6 r. Godt kjøp.;NA;  6. juli 2019;https://www.aperitif.no/pollisten/produkt/chapuis-freres-chorey-les-beaune-2017/2194381
10985501;88;En flott Etna-hvitivin som tåler 5-6 år. Meget godt kjøp.;2018;  2. mars 2019;https://www.aperitif.no/pollisten/produkt/torre-mora-scalunera-etna-bianco/2184718
10990002;88;En deilig auslese som tåler 8 år. Meget godt kjøp.;2018;  6. mai 2019;https://www.aperitif.no/pollisten/produkt/georg-breuer-rheingau-auslese/2186003
10996801;88;En rik og konsentrert hvitvin som tåler 6-7 år. Vel verd prisen.;2014;  6. juli 2019;https://www.aperitif.no/pollisten/produkt/borgo-san-daniele-arbis-blanc-2014/2187060
10997001;88;En smaksrik hvitvin som tåler 5-6 år. Godt kjøp.;2017;  9. mai 2019;https://www.aperitif.no/pollisten/produkt/borgo-san-daniele-friulano-2017/2187061
10997301;88;En vledig god italiensk cabernet fortsatt ung og fersk, tåler 6-7 år. Meget godt kjøp.;2017;  9. mai 2019;https://www.aperitif.no/pollisten/produkt/borgo-san-daniele-jiasik-rosso-2017/2187063
10998601;88;En smaksrik riesling som tåler 6-7 år. Meget godt kjøp.;2017;  2. mars 2019;https://www.aperitif.no/pollisten/produkt/engel-nieder-florsheimer-riesling/2184973
11003701;88;En flott hvit beaujolais som tåler 5-6 år. Meget godt kjøp.;2018;  2. mars 2019;https://www.aperitif.no/pollisten/produkt/ch-des-jacques-beaujolais-blanc-clos-de-loyse/2184864
11004201;88;En artig petillant med mye frukt og god syre som tåler 4-5 år. Meget godt kjøp.;2017;  2. mars 2019;https://www.aperitif.no/pollisten/produkt/melsheimer-rurale-riesling-petillant-naturel-2017/2184953
11004401;88;En god og fruktig pinot som tåler 4-5 år. Godt kjøp.;2017;  6. mai 2019;https://www.aperitif.no/pollisten/produkt/huber-verdereau-monthelie-la-combe-danay-2017/2186085
11007701;88;En virkelig herlig likevel smårobust rødvin som står ut i mengden som tåler 8 år. Meget godt kjøp.;2018;  6. mai 2019;https://www.aperitif.no/pollisten/produkt/arnaud-lambert-clos-mazurique-saumur-rouge-2018/2193805
11012301;88;En tørr og syrlig skallpreget vin som tler 6-7 r. Godt kjøp.;NA;  6. juli 2019;https://www.aperitif.no/pollisten/produkt/magula-oran-ov-vlk-2017/2203399
11020401;88;En veldig tørr riesling med intens syre som trenger litt tid og som tåler minst 8 år. Meget godt kjøp.;2016;  6. mai 2019;https://www.aperitif.no/pollisten/produkt/clemens-busch-ls-riesling-2016/2193726
11022701;88;En god og klassisk sancerre i den smaksrike stilen, tåler 5-6 år. Meget godt kjøp.;2018;  6. mai 2019;https://www.aperitif.no/pollisten/produkt/raimbault-sancerre-blanc/2193760
11023901;88;En god munnfull rett og slett som tåler 6-7 år. Meget godt kjøp.;2018; 27. juni 2019;https://www.aperitif.no/pollisten/produkt/kruger-rumpf-munsterer-kapellenberg-riesling-trocken-erste-lage-2018/2194443
10891201;88;En god og fruktig fyldig pinot som tåler 5-6 år. Godt kjøp.;2018;  6. mai 2019;https://www.aperitif.no/pollisten/produkt/kutch-sonoma-county-pinot-noir-2018/2185715
10891501;88;En herlig pinot som tler 4-5 r. Godt kjøp.;NA;  6. juli 2019;https://www.aperitif.no/pollisten/produkt/johan-vineyard-farmlands-pinot-noir-2018/2184930
